,bottom in dim 0,bottom in dim 1,bottom in dim 2,bottom in dim 3,bottom in dim 4,bottom in dim 5,bottom in dim 6,bottom in dim 7,bottom in dim 8,bottom in dim 9,bottom in dim 10,bottom in dim 11,bottom in dim 12,bottom in dim 13,bottom in dim 14
chr1:203753297-203753701,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr1:203756380-203756967,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
chr1:203764501-203765973,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
chr1:204150781-204152935,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
chr1:204377750-204378641,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr1:204382114-204382675,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr1:204406500-204406871,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr1:204464388-204464647,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr1:204493355-204496450,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
chr1:204584970-204585383,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr1:204763738-204764222,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr1:204791741-204792136,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr1:204828450-204828781,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr1:205210626-205212501,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr1:205227534-205230227,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr1:205275115-205275608,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr1:205397025-205397383,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr1:205456617-205457240,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr1:205493138-205493668,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr1:205568764-205569321,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr1:205593240-205594340,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr1:205791543-205792008,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr1:205961534-205961681,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr1:206036786-206037223,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr1:206117136-206117937,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr1:206357961-206358292,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr1:206456974-206457838,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr1:206469402-206473186,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr1:206496409-206496738,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr1:206551548-206552594,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
chr1:206706390-206706907,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr1:206712985-206713488,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr1:206736581-206738145,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr1:206769191-206769820,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr1:206782446-206782815,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr1:206790513-206790885,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr1:206791516-206791919,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr1:206802502-206803963,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False
chr1:206816807-206817386,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr1:206824436-206824651,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr1:206829307-206830358,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr1:207316624-207317097,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr1:207346147-207346894,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr1:207579381-207579669,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr1:207798951-207799334,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr1:207811855-207812265,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr1:207813365-207813729,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr1:207815819-207816321,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr1:207866554-207869819,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr1:207997796-207998164,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr1:208021779-208022264,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr1:208086512-208087033,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr1:208094276-208094726,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr1:209398562-209399103,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr1:209576683-209577084,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr1:209602036-209602428,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr1:209751533-209752330,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr1:210310972-210311754,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr1:210332144-210333300,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
chr1:210347155-210347449,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr1:210373793-210374793,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr1:210400600-210400954,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr1:210446395-210446916,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr1:211133566-211134589,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr1:211228798-211229504,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr1:211339641-211339883,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr1:211416260-211417196,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr1:211476193-211476628,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr1:211648998-211649342,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr1:211654976-211655634,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr1:211675066-211676316,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr1:211738713-211739220,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr1:211739934-211740484,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr1:211908508-211908851,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
chr1:212062845-212063255,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr1:212132090-212132299,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr1:212158793-212159392,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
chr1:212167155-212167464,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr1:212480751-212481200,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr1:212749926-212750430,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr1:213670263-213670706,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr1:213852153-213852463,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr1:213987512-213988246,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr1:214214025-214214316,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr1:214280338-214282217,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr1:214628114-214628561,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr1:214632068-214632482,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr1:218377237-218377714,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr1:220086270-220086526,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr1:220113140-220113544,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr1:220778149-220778500,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr1:221025947-221026430,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
chr1:221478061-221478398,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr1:221689179-221689611,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr1:221793229-221794994,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
chr1:221809340-221809677,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr1:221837879-221838298,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr1:221839410-221840885,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr1:222420598-222420968,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr1:222634166-222634874,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr1:222654571-222655942,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr1:223137458-223137745,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr1:223142308-223144333,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr1:223190180-223190723,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr1:223244696-223245156,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr1:223248476-223249340,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
chr1:223363398-223365230,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
chr1:223696379-223696865,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr1:223811624-223812050,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr1:224116085-224116577,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr1:224168753-224169530,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr1:224204634-224205906,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr1:224340892-224341460,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr1:224377580-224378084,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr1:224387248-224387946,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr1:224615936-224616988,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr1:224622942-224624715,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True
chr1:224644548-224644940,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr1:225473234-225473634,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr1:225477879-225478301,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr1:225772272-225772678,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr1:225845732-225846159,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr1:225865618-225866807,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr1:225987486-225987900,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr1:226042614-226043113,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr1:226119095-226119641,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr1:226223603-226224236,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
chr1:226424470-226426163,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr1:226457288-226457855,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr1:226569925-226570237,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr1:226652744-226657313,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
chr1:226682677-226683751,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr1:226690294-226692082,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
chr1:226722265-226724898,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr1:226798284-226799559,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
chr1:226912666-226912968,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr1:227560609-227561368,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr1:227734509-227736405,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr1:227748435-227748900,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr1:227773990-227774761,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr1:227885134-227888721,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr1:227934630-227935493,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr1:227953679-227954309,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr1:228058590-228061135,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
chr1:228071185-228072367,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr1:228105192-228106486,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr1:228154329-228158456,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr1:228180305-228180659,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr1:228182187-228182791,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr1:228378207-228379073,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr1:228415902-228417168,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr1:228478934-228479721,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr1:228555585-228556056,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr1:228809753-228810035,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr1:228938363-228938843,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr1:229191947-229192727,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr1:229193520-229193948,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
chr1:229250187-229250722,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr1:230104579-230105198,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr1:230109914-230110235,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr1:230123106-230124201,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
chr1:230150013-230150466,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
chr1:230167350-230167787,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr1:230917189-230917657,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr1:231162251-231162594,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr1:231420392-231422929,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
chr1:231603530-231604398,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr1:231756788-231757236,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr1:231919814-231920248,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr1:232600451-232600852,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr1:232634114-232634514,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr1:232923891-232924448,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr1:233294830-233295998,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr1:234322982-234323370,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr1:234393301-234393510,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr1:234408648-234409752,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
chr1:234522366-234524064,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
chr1:234597881-234598347,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr1:234700170-234700627,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr1:234723095-234725922,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False
chr1:234854188-234855043,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr1:234924718-234925184,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr1:235102903-235103309,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr1:235206863-235207567,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr1:235270560-235271077,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr1:235275163-235275716,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr1:235296726-235298086,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr1:235304481-235305747,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
chr1:235417050-235417513,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr1:235641768-235643172,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr1:235648821-235650703,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr1:235848313-235848595,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr1:235855948-235856452,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr1:235872954-235873632,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr1:235887877-235888542,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr1:235952959-235953358,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr1:236141485-236143763,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr1:236284224-236285223,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr1:236394954-236395971,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr1:236415735-236417533,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr1:236425316-236425555,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr1:236533940-236534722,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr1:236686074-236686994,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr1:236794585-236796488,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
chr1:236868903-236869199,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr1:239501568-239502283,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False
chr1:239587096-239587473,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr1:239719103-239720232,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr1:239816062-239816637,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr1:240493065-240493430,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr1:240576105-240576764,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr1:241964718-241965240,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
chr1:241998338-241998845,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr1:242788643-242789161,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
chr1:243452127-243452592,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
chr1:243482488-243483720,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr1:243595790-243596837,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr1:243713668-243714009,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr1:243803494-243804032,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr1:244074399-244075737,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr1:244460993-244461961,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr1:244599784-244600425,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr1:245152989-245155487,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr1:245458830-245459325,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr1:245673849-245674464,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr1:245956268-245956691,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr1:246003144-246003491,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr1:246117108-246117960,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr1:246506353-246507867,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr1:246723819-246724907,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr1:246817764-246818181,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr1:247114368-247115338,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr1:247330787-247332773,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr1:247372663-247374301,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr1:247401379-247402728,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
chr1:247448114-247448301,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr1:247639357-247639753,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr1:247936608-247937651,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
chr1:248403991-248404454,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr1:248622478-248622955,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr1:248663516-248663829,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr1:248945064-248945869,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr10:127778-128401,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr10:134304-137533,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True
chr10:323883-324318,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr10:437301-437443,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr10:450687-451684,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr10:470199-471138,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr10:510961-511451,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr10:851851-852252,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr10:1036232-1036821,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr10:1046036-1046611,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr10:1109835-1110801,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr10:1149771-1150093,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr10:1240305-1240796,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr10:1255201-1255469,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr10:1368867-1369100,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr10:3066430-3069337,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr10:3186409-3186699,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr10:3222172-3222512,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr10:3227709-3228486,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
chr10:3668304-3669361,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr10:3763137-3763526,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr10:3764263-3766255,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr10:3803332-3807913,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True
chr10:3828441-3829278,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr10:3867499-3867975,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr10:3892181-3893196,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr10:3945731-3946391,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr10:4059673-4060197,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr10:4234530-4235194,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr10:4825450-4826958,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False
chr10:5094210-5094700,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr10:5274753-5275100,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr10:5293626-5294528,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr10:5317575-5318234,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr10:5383944-5384414,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr10:5442058-5442459,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr10:5446267-5447919,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False
chr10:5457776-5458020,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr10:5548314-5549486,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr10:5563914-5564963,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr10:5566591-5567022,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr10:5623006-5623597,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr10:5629549-5630455,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr10:5665856-5666989,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr10:5775491-5776372,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False
chr10:5818890-5819323,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr10:6083756-6084157,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr10:6086156-6087182,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr10:6108710-6109423,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr10:6129796-6130580,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
chr10:6148304-6149217,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr10:6197227-6197765,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr10:6291320-6292358,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr10:6299963-6300870,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr10:6347333-6348964,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
chr10:6382078-6382437,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr10:6406264-6406603,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr10:6445700-6446067,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr10:6491768-6492740,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr10:6529934-6531237,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
chr10:6542828-6544077,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr10:6558263-6559111,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr10:6563125-6563900,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr10:6576342-6576716,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr10:6591955-6592550,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr10:6593185-6593525,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr10:6601219-6601683,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr10:6678187-6678581,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr10:6918334-6918702,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr10:7028220-7028612,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr10:7030223-7030544,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr10:7120969-7121661,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr10:7192827-7193778,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr10:7243145-7244230,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr10:7258840-7260816,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr10:7269140-7269986,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr10:7320133-7320415,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
chr10:7417042-7417436,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr10:7424341-7424636,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr10:7478989-7479315,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr10:7483847-7485536,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr10:7525380-7525793,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr10:7687232-7687668,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr10:7872060-7872377,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr10:8034034-8035091,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr10:8059357-8062398,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr10:8137269-8137697,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr10:8183077-8183883,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
