"","pathway","pval","padj","ES","NES","nMoreExtreme","size","col","method"
"1766","regulation of cytoskeleton organization (GO:0051493)",0.166461159062885,0.777041052822507,0.907890788245596,1.15894557690464,134,16,"X5","mofa"
"1767","regulation of cytosolic calcium ion concentration (GO:0051480)",0.0573170731707317,0.777041052822507,0.937718948279777,1.21361844939682,46,19,"X5","mofa"
"1768","regulation of epidermal growth factor receptor signaling pathway (GO:0042058)",0.615480649188514,0.791332263242376,0.78464221497496,0.996096459357449,492,15,"X5","mofa"
"1769","regulation of epithelial cell proliferation (GO:0050678)",0.571951219512195,0.785870117766669,0.781326523377989,1.01121160611515,468,19,"X5","mofa"
"1770","regulation of epithelial to mesenchymal transition (GO:0010717)",0.207361963190184,0.777041052822507,0.896389515850599,1.14646746444382,168,17,"X5","mofa"
"1771","regulation of ERK1 and ERK2 cascade (GO:0070372)",0.170418006430868,0.777041052822507,0.841864379027742,1.17534346493522,158,46,"X5","mofa"
"1772","regulation of G protein-coupled receptor signaling pathway (GO:0008277)",0.289765721331689,0.777041052822507,0.884553494793843,1.12915493096682,234,16,"X5","mofa"
"1773","regulation of gene expression (GO:0010468)",0.210685483870968,0.777041052822507,0.768934285025184,1.09880262883001,208,119,"X5","mofa"
"1774","regulation of GTPase activity (GO:0043087)",0.156492785793563,0.777041052822507,0.869955446187722,1.19461667352334,140,35,"X5","mofa"
"1775","regulation of I-kappaB kinase/NF-kappaB signaling (GO:0043122)",0.140845070422535,0.777041052822507,0.893765290811628,1.19071706671079,119,25,"X5","mofa"
"1776","regulation of immune response (GO:0050776)",0.0786516853932584,0.777041052822507,0.894064143738798,1.21916185570606,69,33,"X5","mofa"
"1777","regulation of inflammatory response (GO:0050727)",0.0497685185185185,0.777041052822507,0.906231282158025,1.21838770664137,42,30,"X5","mofa"
"1778","regulation of inflammatory response to antigenic stimulus (GO:0002861)",0.23780487804878,0.777041052822507,0.888312382922268,1.14967528247116,194,19,"X5","mofa"
"1779","regulation of insulin secretion (GO:0050796)",0.771535580524345,0.893575600259572,0.678929573888741,0.861895182029199,617,15,"X5","mofa"
"1780","regulation of interferon-gamma production (GO:0032649)",0.18192627824019,0.777041052822507,0.887497458234202,1.17484722668539,152,24,"X5","mofa"
"1781","regulation of interleukin-2 production (GO:0032663)",0.217228464419476,0.777041052822507,0.903340370041329,1.14678273360749,173,15,"X5","mofa"
"1782","regulation of interleukin-6 production (GO:0032675)",0.292682926829268,0.777041052822507,0.875777198094819,1.13345194433653,239,19,"X5","mofa"
"1783","regulation of interleukin-8 production (GO:0032677)",0.274390243902439,0.777041052822507,0.880370667245469,1.13939692275271,224,19,"X5","mofa"
"1784","regulation of intracellular signal transduction (GO:1902531)",0.0910951893551689,0.777041052822507,0.838981793535534,1.19297303308194,88,73,"X5","mofa"
"1785","regulation of JNK cascade (GO:0046328)",0.286066584463625,0.777041052822507,0.885216114512483,1.13000078181367,231,16,"X5","mofa"
"1786","regulation of kinase activity (GO:0043549)",0.879372738238842,0.923220438692327,0.568889652389839,0.74677874696105,728,23,"X5","mofa"
"1787","regulation of macromolecule metabolic process (GO:0060255)",0.957002457002457,0.969677986234278,0.498886929874846,0.639963719776593,778,18,"X5","mofa"
"1788","regulation of MAP kinase activity (GO:0043405)",0.625609756097561,0.79765243902439,0.751580629166066,0.972713753346341,512,19,"X5","mofa"
"1789","regulation of MAPK cascade (GO:0043408)",0.665509259259259,0.817854752342704,0.689563172341513,0.92708705677523,574,30,"X5","mofa"
"1790","regulation of neuron projection development (GO:0010975)",0.829466357308585,0.920463703932854,0.59554451773159,0.79847171203053,714,28,"X5","mofa"
"1791","regulation of nucleic acid-templated transcription (GO:1903506)",0.431646932185145,0.785870117766669,0.753836684579288,1.05040880555694,400,42,"X5","mofa"
"1792","regulation of osteoblast differentiation (GO:0045667)",0.855036855036855,0.920463703932854,0.601398703444846,0.771464089912992,695,18,"X5","mofa"
"1793","regulation of peptidyl-tyrosine phosphorylation (GO:0050730)",0.620474406991261,0.794414931126886,0.781771560409445,0.992452188383782,496,15,"X5","mofa"
"1794","regulation of phosphatidylinositol 3-kinase signaling (GO:0014066)",0.917073170731707,0.935733662145499,0.54016152968675,0.699090062416715,751,19,"X5","mofa"
"1795","regulation of programmed cell death (GO:0043067)",0.855745721271394,0.920463703932854,0.590954618746704,0.768489031922746,699,20,"X5","mofa"
"1796","regulation of protein kinase activity (GO:0045859)",0.321515892420538,0.783890267036335,0.866312085041499,1.1301842746532,262,21,"X5","mofa"
"1797","regulation of protein kinase B signaling (GO:0051896)",0.749723145071982,0.884667010841508,0.642181736021703,0.882504746198683,676,36,"X5","mofa"
"1798","regulation of protein localization to plasma membrane (GO:1903076)",0.310861423220974,0.783890267036335,0.884021910492279,1.12225811743237,248,15,"X5","mofa"
"1799","regulation of protein phosphorylation (GO:0001932)",0.388412017167382,0.783890267036335,0.774122269686393,1.08046104388463,361,41,"X5","mofa"
"1800","regulation of protein secretion (GO:0050708)",0.318455971049457,0.783890267036335,0.862701854944691,1.13000808146847,263,22,"X5","mofa"
"1801","regulation of protein ubiquitination (GO:0031396)",0.585696670776819,0.785870117766669,0.796964604161178,1.01734549452472,474,16,"X5","mofa"
"1802","regulation of protein-containing complex assembly (GO:0043254)",0.134401972872996,0.777041052822507,0.917272957979526,1.17092215410499,108,16,"X5","mofa"
"1803","regulation of response to external stimulus (GO:0032101)",0.204744069912609,0.777041052822507,0.906382606888579,1.1506448267937,163,15,"X5","mofa"
"1804","regulation of signal transduction (GO:0009966)",0.175581395348837,0.777041052822507,0.875582073795425,1.17278182736209,150,29,"X5","mofa"
"1805","regulation of signal transduction by p53 class mediator (GO:1901796)",0.208489388264669,0.777041052822507,0.90546871271764,1.14948464610175,166,15,"X5","mofa"
"1806","regulation of small GTPase mediated signal transduction (GO:0051056)",0.0221187427240978,0.777041052822507,0.926973060654841,1.24006291724258,18,27,"X5","mofa"
"1807","regulation of smooth muscle cell proliferation (GO:0048660)",0.252774352651048,0.777041052822507,0.891590155789019,1.13813740687925,204,16,"X5","mofa"
"1808","regulation of T cell proliferation (GO:0042129)",0.324594257178527,0.783890267036335,0.880219644005576,1.1174311732371,259,15,"X5","mofa"
"1809","regulation of transcription by RNA polymerase II (GO:0006357)",0.182,0.777041052822507,0.754289725822272,1.08461043263244,181,199,"X5","mofa"
"1810","regulation of transcription, DNA-templated (GO:0006355)",0.381,0.783890267036335,0.724080763598279,1.04128353916521,380,190,"X5","mofa"
"1811","regulation of transforming growth factor beta receptor signaling pathway (GO:0017015)",0.518102372034956,0.785870117766669,0.828534461034612,1.05181728352272,414,15,"X5","mofa"
"1812","regulation of translation (GO:0006417)",0.976829268292683,0.983255776636714,0.455749108191734,0.589841473303161,800,19,"X5","mofa"
"1813","regulation of tumor necrosis factor production (GO:0032680)",0.186585365853659,0.777041052822507,0.896716418089719,1.16055198721016,152,19,"X5","mofa"
"1814","regulation of Wnt signaling pathway (GO:0030111)",0.0375586854460094,0.777041052822507,0.928706356270706,1.23726723306755,31,25,"X5","mofa"
"1815","response to calcium ion (GO:0051592)",0.542997542997543,0.785870117766669,0.805609675178477,1.03342247219138,441,18,"X5","mofa"
"1816","response to cytokine (GO:0034097)",0.591647331786543,0.785870117766669,0.7286619978066,0.976947945212125,509,28,"X5","mofa"
"1817","response to interferon-gamma (GO:0034341)",0.648581997533909,0.817366343738787,0.76168726764744,0.972313081323813,525,16,"X5","mofa"
"1818","response to lipid (GO:0033993)",0.183374083129584,0.777041052822507,0.894957471593404,1.16382033262631,149,20,"X5","mofa"
"1819","response to lipopolysaccharide (GO:0032496)",0.131548311990687,0.777041052822507,0.891467468223961,1.19256513074039,112,27,"X5","mofa"
"1820","response to metal ion (GO:0010038)",0.0712530712530713,0.777041052822507,0.930859091178284,1.19409030564854,57,18,"X5","mofa"
"1821","response to tumor necrosis factor (GO:0034612)",0.595823095823096,0.785870117766669,0.781825440277783,1.002912457742,484,18,"X5","mofa"
"1822","sensory perception of sound (GO:0007605)",0.459425717852684,0.785870117766669,0.847067681403221,1.07534504539601,367,15,"X5","mofa"
"1823","skeletal system development (GO:0001501)",0.363849765258216,0.783890267036335,0.83619108170209,1.11401393883831,309,25,"X5","mofa"
"1824","sphingolipid metabolic process (GO:0006665)",0.253658536585366,0.777041052822507,0.884687626815684,1.14498403580969,207,19,"X5","mofa"
"1825","sulfur compound biosynthetic process (GO:0044272)",0.917385943279901,0.935733662145499,0.538713384589352,0.687681274413664,743,16,"X5","mofa"
"1826","supramolecular fiber organization (GO:0097435)",0.898550724637681,0.925779534475187,-0.41998678063348,-0.780004988878369,61,45,"X5","mofa"
"1827","synapse organization (GO:0050808)",0.751677852348993,0.884667010841508,-0.482104439319973,-0.797580866091082,111,26,"X5","mofa"
"1828","T cell activation (GO:0042110)",0.574282147315855,0.785870117766669,0.804773500233974,1.02165295069339,459,15,"X5","mofa"
"1829","T cell receptor signaling pathway (GO:0050852)",0.133645955451348,0.777041052822507,0.894324871722408,1.19507974267897,113,26,"X5","mofa"
"1830","transcription by RNA polymerase II (GO:0006366)",0.45,0.785870117766669,0.79359209577919,1.06296190399791,386,29,"X5","mofa"
"1831","transcription initiation from RNA polymerase II promoter (GO:0006367)",0.551219512195122,0.785870117766669,0.793158444479573,1.02652476339648,451,19,"X5","mofa"
"1832","transcription, DNA-templated (GO:0006351)",0.473170731707317,0.785870117766669,0.827645781901601,1.07115910617341,387,19,"X5","mofa"
"1833","transforming growth factor beta receptor signaling pathway (GO:0007179)",0.363636363636364,0.783890267036335,0.862122080132696,1.10591562990368,295,18,"X5","mofa"
"1834","transmembrane receptor protein serine/threonine kinase signaling pathway (GO:0007178)",0.393244873341375,0.783890267036335,0.838327083392001,1.10046798399136,325,23,"X5","mofa"
"1835","transmembrane receptor protein tyrosine kinase signaling pathway (GO:0007169)",0.250257466529351,0.777041052822507,0.783227681317768,1.11383054446064,242,67,"X5","mofa"
"1836","ubiquitin-dependent protein catabolic process (GO:0006511)",0.26046511627907,0.777041052822507,0.856954762997513,1.14783182866953,223,29,"X5","mofa"
"1837","actin filament organization (GO:0007015)",0.684343434343434,0.970735785953177,-0.584957733615063,-0.85169448925736,270,21,"X6","mofa"
"1838","activation of cysteine-type endopeptidase activity involved in apoptotic process (GO:0006919)",0.794117647058823,0.970735785953177,-0.544107603848769,-0.781690086872453,323,17,"X6","mofa"
"1839","activation of GTPase activity (GO:0090630)",0.164179104477612,0.970735785953177,-0.870511922966213,-1.26979773721418,65,19,"X6","mofa"
"1840","activation of protein kinase activity (GO:0032147)",0.696517412935323,0.970735785953177,-0.578250635955396,-0.843482242697925,279,19,"X6","mofa"
"1841","adenylate cyclase-activating G protein-coupled receptor signaling pathway (GO:0007189)",0.680851063829787,0.970735785953177,0.620230569350859,0.880625069547143,415,24,"X6","mofa"
"1842","adenylate cyclase-modulating G protein-coupled receptor signaling pathway (GO:0007188)",0.867862969004894,0.970735785953177,0.489885912068434,0.724612777520777,531,30,"X6","mofa"
"1843","anterograde trans-synaptic signaling (GO:0098916)",0.696223316912972,0.970735785953177,0.585909476593832,0.85209735166981,423,27,"X6","mofa"
"1844","antigen receptor-mediated signaling pathway (GO:0050851)",0.565445026178011,0.970735785953177,-0.581239014290597,-0.930325410427987,215,34,"X6","mofa"
"1845","apoptotic process (GO:0006915)",0.244094488188976,0.970735785953177,-0.715552501977386,-1.1629753848479,92,36,"X6","mofa"
"1846","axon guidance (GO:0007411)",0.302066772655008,0.970735785953177,0.7348398222099,1.14001139178949,189,38,"X6","mofa"
"1847","axonogenesis (GO:0007409)",0.699523052464229,0.970735785953177,0.551544422898913,0.855651675615256,439,38,"X6","mofa"
"1848","B cell activation (GO:0042113)",0.742647058823529,0.970735785953177,-0.567279438118629,-0.80979326814915,302,16,"X6","mofa"
"1849","brain development (GO:0007420)",0.301666666666667,0.970735785953177,0.836885580114365,1.15628726977684,180,19,"X6","mofa"
"1850","calcium ion transport (GO:0006816)",0.926470588235294,0.970735785953177,-0.469251129641394,-0.674147822415527,377,17,"X6","mofa"
"1851","calcium-mediated signaling (GO:0019722)",0.927731092436975,0.970735785953177,0.478011232119449,0.6541952224537,551,18,"X6","mofa"
"1852","cation transport (GO:0006812)",0.707563025210084,0.970735785953177,0.63911498012982,0.87467812156983,420,18,"X6","mofa"
"1853","cell junction assembly (GO:0034329)",0.619528619528619,0.970735785953177,0.7134940333973,0.958177303732436,367,16,"X6","mofa"
"1854","cell junction organization (GO:0034330)",0.259259259259259,0.970735785953177,-0.84540472756564,-1.20118338422742,104,15,"X6","mofa"
"1855","cell morphogenesis involved in neuron differentiation (GO:0048667)",0.765432098765432,0.970735785953177,-0.557318537935758,-0.791859503102166,309,15,"X6","mofa"
"1856","cell-cell adhesion via plasma-membrane adhesion molecules (GO:0098742)",0.615635179153095,0.970735785953177,0.647453303714867,0.935708562074335,377,26,"X6","mofa"
"1857","cell-cell junction organization (GO:0045216)",0.466830466830467,0.970735785953177,-0.722028936291872,-1.04496785163569,189,18,"X6","mofa"
"1858","cellular amide metabolic process (GO:0043603)",0.907407407407407,0.970735785953177,0.510949018193188,0.68617217479164,538,16,"X6","mofa"
"1859","cellular calcium ion homeostasis (GO:0006874)",0.857493857493858,0.970735785953177,-0.49319575629328,-0.713785395549987,348,18,"X6","mofa"
"1860","cellular component assembly (GO:0022607)",0.223958333333333,0.970735785953177,-0.75764239519828,-1.19170391092222,85,32,"X6","mofa"
"1861","cellular macromolecule biosynthetic process (GO:0034645)",0.391089108910891,0.970735785953177,0.796744999249776,1.11002274990886,236,21,"X6","mofa"
"1862","cellular metal ion homeostasis (GO:0006875)",0.261306532663317,0.970735785953177,0.86531222732466,1.15060388496605,155,15,"X6","mofa"
"1863","cellular protein localization (GO:0034613)",0.427184466019417,0.970735785953177,0.709063940093842,1.06467477027663,263,32,"X6","mofa"
"1864","cellular protein metabolic process (GO:0044267)",0.456486042692939,0.970735785953177,0.716875196213575,1.04256285411615,277,27,"X6","mofa"
"1865","cellular protein modification process (GO:0006464)",0.775784753363229,0.970735785953177,0.469283380693192,0.86063400059083,518,141,"X6","mofa"
"1866","cellular protein-containing complex assembly (GO:0034622)",0.925373134328358,0.970735785953177,-0.464008498956843,-0.676839600330687,371,19,"X6","mofa"
"1867","cellular response to cytokine stimulus (GO:0071345)",0.846153846153846,0.970735785953177,0.457203519863771,0.805912349991762,538,94,"X6","mofa"
"1868","cellular response to DNA damage stimulus (GO:0006974)",0.598885793871866,0.970735785953177,-0.560703456139656,-0.927482522724512,214,44,"X6","mofa"
"1869","cellular response to growth factor stimulus (GO:0071363)",0.863192182410424,0.970735785953177,0.501440470016955,0.7246887744233,529,26,"X6","mofa"
"1870","cellular response to insulin stimulus (GO:0032869)",0.575980392156863,0.970735785953177,-0.65063824967817,-0.934736927614837,234,17,"X6","mofa"
"1871","cellular response to interferon-gamma (GO:0071346)",0.836902800658979,0.970735785953177,0.529833695285942,0.756946551044577,507,25,"X6","mofa"
"1872","cellular response to interleukin-1 (GO:0071347)",0.450495049504951,0.970735785953177,0.778312846163817,1.07556351982435,272,20,"X6","mofa"
"1873","cellular response to lipid (GO:0071396)",0.579804560260586,0.970735785953177,0.623720418091284,0.940205748695837,355,33,"X6","mofa"
"1874","cellular response to lipopolysaccharide (GO:0071222)",0.679153094462541,0.970735785953177,0.60714505205514,0.877454513506125,416,26,"X6","mofa"
"1875","cellular response to metal ion (GO:0071248)",0.171717171717172,0.970735785953177,-0.871307294116193,-1.27285355204489,67,20,"X6","mofa"
"1876","cellular response to molecule of bacterial origin (GO:0071219)",0.301666666666667,0.970735785953177,0.83737094865723,1.15695788172261,180,19,"X6","mofa"
"1877","cellular response to organic cyclic compound (GO:0071407)",0.451559934318555,0.970735785953177,0.720844758664151,1.04833585111747,274,27,"X6","mofa"
"1878","cellular response to organic substance (GO:0071310)",0.68298969072165,0.970735785953177,-0.558141147124598,-0.856446426524345,264,26,"X6","mofa"
"1879","cellular response to oxidative stress (GO:0034599)",0.909547738693467,0.970735785953177,0.515903888717274,0.685996337371149,542,15,"X6","mofa"
"1880","cellular response to oxygen-containing compound (GO:1901701)",0.238689547581903,0.970735785953177,0.743112063614862,1.17531657745259,152,41,"X6","mofa"
"1881","cellular response to peptide hormone stimulus (GO:0071375)",0.124579124579125,0.970735785953177,0.90076988687615,1.22272418796492,73,17,"X6","mofa"
"1882","cellular response to transforming growth factor beta stimulus (GO:0071560)",0.909983633387889,0.970735785953177,0.489776116406139,0.695401271536969,555,24,"X6","mofa"
"1883","cellular response to tumor necrosis factor (GO:0071356)",0.768472906403941,0.970735785953177,0.554283297685406,0.806102903093947,467,27,"X6","mofa"
"1884","central nervous system development (GO:0007417)",0.0302066772655008,0.970735785953177,0.88833181057844,1.37813487121977,18,38,"X6","mofa"
"1885","chemical synaptic transmission (GO:0007268)",0.59771986970684,0.970735785953177,0.616886396125495,0.929904038903152,366,33,"X6","mofa"
"1886","cilium assembly (GO:0060271)",0.979032258064516,0.988916034460589,0.421650875942079,0.640527303783861,606,34,"X6","mofa"
"1887","cilium organization (GO:0044782)",0.378068739770867,0.970735785953177,0.748540534717331,1.09938906557552,230,29,"X6","mofa"
"1888","collagen fibril organization (GO:0030199)",0.353135313531353,0.970735785953177,0.808760177455138,1.12676226024745,213,21,"X6","mofa"
"1889","cytokine-mediated signaling pathway (GO:0019221)",0.779069767441861,0.970735785953177,-0.45155573941768,-0.858660264658687,267,109,"X6","mofa"
"1890","cytoskeleton organization (GO:0007010)",0.921440261865794,0.970735785953177,0.476709700024539,0.676849116252489,562,24,"X6","mofa"
"1891","defense response to symbiont (GO:0140546)",0.0808823529411765,0.970735785953177,-0.91979835170884,-1.32142474827877,32,17,"X6","mofa"
"1892","defense response to virus (GO:0051607)",0.0808823529411765,0.970735785953177,-0.91979835170884,-1.32142474827877,32,17,"X6","mofa"
"1893","dephosphorylation (GO:0016311)",0.860426929392447,0.970735785953177,0.50458103474596,0.733820121683916,523,27,"X6","mofa"
"1894","DNA metabolic process (GO:0006259)",0.255208333333333,0.970735785953177,-0.811387294429826,-1.18515123290311,97,22,"X6","mofa"
"1895","DNA repair (GO:0006281)",0.795417348608838,0.970735785953177,0.553605170136136,0.786027995948402,485,24,"X6","mofa"
"1896","DNA-templated transcription, initiation (GO:0006352)",0.493399339933993,0.970735785953177,0.757519826837912,1.04682929917751,298,20,"X6","mofa"
"1897","double-strand break repair (GO:0006302)",0.00737100737100737,0.755555555555556,-0.96415558145488,-1.39538948642384,2,18,"X6","mofa"
"1898","endomembrane system organization (GO:0010256)",0.665847665847666,0.970735785953177,-0.589719088217832,-0.853480321506728,270,18,"X6","mofa"
"1899","enzyme linked receptor protein signaling pathway (GO:0007167)",0.850393700787402,0.970735785953177,-0.470346555964169,-0.764446306067979,323,36,"X6","mofa"
"1900","external encapsulating structure organization (GO:0045229)",0.579032258064516,0.970735785953177,0.617825431772859,0.938534888937193,358,34,"X6","mofa"
"1901","extracellular matrix organization (GO:0030198)",0.50855365474339,0.970735785953177,0.614852801184497,0.979369480446552,326,44,"X6","mofa"
"1902","extracellular structure organization (GO:0043062)",0.579032258064516,0.970735785953177,0.617825431772859,0.938534888937193,358,34,"X6","mofa"
"1903","gene expression (GO:0010467)",0.433333333333333,0.970735785953177,0.786733455102532,1.08699432808759,259,19,"X6","mofa"
"1904","generation of neurons (GO:0048699)",0.310965630114566,0.970735785953177,0.811855103854112,1.15270029021948,189,24,"X6","mofa"
"1905","glycerophospholipid biosynthetic process (GO:0046474)",0.378787878787879,0.970735785953177,-0.750260312846978,-1.09602147326709,149,20,"X6","mofa"
"1906","glycosaminoglycan biosynthetic process (GO:0006024)",0.398009950248756,0.970735785953177,-0.743600587133354,-1.08467479654465,159,19,"X6","mofa"
"1907","granulocyte chemotaxis (GO:0071621)",0.683417085427136,0.970735785953177,0.690349263761466,0.917955992975205,407,15,"X6","mofa"
"1908","heart development (GO:0007507)",0.830252100840336,0.970735785953177,0.554152300455847,0.758400144411989,493,18,"X6","mofa"
"1909","hemopoiesis (GO:0030097)",0.442760942760943,0.970735785953177,0.801812743968897,1.08839765910613,262,17,"X6","mofa"
"1910","inflammatory response (GO:0006954)",0.461778471138846,0.970735785953177,0.645684230587589,1.01474429817502,295,40,"X6","mofa"
"1911","innate immune response (GO:0045087)",0.940129449838188,0.970735785953177,0.455492677122417,0.683932060222683,580,32,"X6","mofa"
"1912","inorganic cation transmembrane transport (GO:0098662)",0.664495114006515,0.970735785953177,0.617754729563964,0.892787767702055,407,26,"X6","mofa"
"1913","intracellular protein transport (GO:0006886)",0.507389162561576,0.970735785953177,0.689924347803472,1.0084912718748,308,28,"X6","mofa"
"1914","lipid transport (GO:0006869)",0.742647058823529,0.970735785953177,-0.566196332309435,-0.808247131035689,302,16,"X6","mofa"
"1915","lymphocyte differentiation (GO:0030098)",0.821548821548822,0.970735785953177,0.566716996530959,0.769273695185716,487,17,"X6","mofa"
"1916","MAPK cascade (GO:0000165)",0.631284916201117,0.970735785953177,-0.542856409177077,-0.897061687165051,225,42,"X6","mofa"
"1917","membrane organization (GO:0061024)",0.572151898734177,0.970735785953177,-0.609604443332801,-0.930645876926263,225,25,"X6","mofa"
"1918","metal ion transport (GO:0030001)",0.989949748743719,0.989949748743719,0.413477826844222,0.549800614034063,590,15,"X6","mofa"
"1919","mitochondrion organization (GO:0007005)",0.388978930307942,0.970735785953177,0.780173874558097,1.10504039922773,239,23,"X6","mofa"
"1920","modification-dependent protein catabolic process (GO:0019941)",0.0824915824915825,0.970735785953177,0.914193719182488,1.24094598322616,48,17,"X6","mofa"
"1921","modulation of chemical synaptic transmission (GO:0050804)",0.34983498349835,0.970735785953177,0.815856784460692,1.12744611513508,211,20,"X6","mofa"
"1922","monocarboxylic acid metabolic process (GO:0032787)",0.623762376237624,0.970735785953177,0.682719258772594,0.951162429324415,377,21,"X6","mofa"
"1923","negative regulation of angiogenesis (GO:0016525)",0.220588235294118,0.970735785953177,-0.865343867740537,-1.23528122410792,89,16,"X6","mofa"
"1924","negative regulation of apoptotic process (GO:0043066)",0.921621621621622,0.970735785953177,-0.428324086022182,-0.748921493255763,340,60,"X6","mofa"
"1925","negative regulation of apoptotic signaling pathway (GO:2001234)",0.893827160493827,0.970735785953177,-0.491803526747654,-0.698773268437701,361,15,"X6","mofa"
"1926","negative regulation of canonical Wnt signaling pathway (GO:0090090)",0.621621621621622,0.970735785953177,-0.621298624455504,-0.899184307149475,252,18,"X6","mofa"
"1927","negative regulation of cell adhesion (GO:0007162)",0.889075630252101,0.970735785953177,0.510835934583384,0.699118358328894,528,18,"X6","mofa"
"1928","negative regulation of cell differentiation (GO:0045596)",0.688013136288998,0.970735785953177,0.58630210165271,0.857022301185754,418,28,"X6","mofa"
"1929","negative regulation of cell growth (GO:0030308)",0.00987654320987654,0.755555555555556,-0.970456515504914,-1.37886174932613,3,15,"X6","mofa"
"1930","negative regulation of cell migration (GO:0030336)",0.845024469820555,0.970735785953177,0.504418145151788,0.746108071667218,517,30,"X6","mofa"
"1931","negative regulation of cell motility (GO:2000146)",0.775577557755776,0.970735785953177,0.569981436066553,0.794096431926587,469,21,"X6","mofa"
"1932","negative regulation of cell population proliferation (GO:0008285)",0.266141732283465,0.970735785953177,0.678082647189683,1.13216299322518,168,65,"X6","mofa"
"1933","negative regulation of cellular macromolecule biosynthetic process (GO:2000113)",0.2018779342723,0.970735785953177,0.738792000963303,1.19746389522292,128,52,"X6","mofa"
"1934","negative regulation of cellular process (GO:0048523)",0.468553459119497,0.970735785953177,0.574626146139825,0.995704174359264,297,87,"X6","mofa"
"1935","negative regulation of cytokine production (GO:0001818)",0.112721417069243,0.970735785953177,0.832448171801417,1.27838551417036,69,36,"X6","mofa"
"1936","negative regulation of DNA-binding transcription factor activity (GO:0043433)",0.473597359735974,0.970735785953177,0.764461310857902,1.06504521180107,286,21,"X6","mofa"
"1937","negative regulation of epithelial cell proliferation (GO:0050680)",0.389438943894389,0.970735785953177,0.797198903180965,1.11065512750818,235,21,"X6","mofa"
"1938","negative regulation of extrinsic apoptotic signaling pathway (GO:2001237)",0.538083538083538,0.970735785953177,-0.666778936416879,-0.965006411352218,218,18,"X6","mofa"
"1939","negative regulation of gene expression (GO:0010629)",0.834633385335413,0.970735785953177,0.483675125472456,0.760134060104914,534,40,"X6","mofa"
"1940","negative regulation of growth (GO:0045926)",0.00987654320987654,0.755555555555556,-0.969741656191272,-1.377846049861,3,15,"X6","mofa"
"1941","negative regulation of immune response (GO:0050777)",0.913539967373573,0.970735785953177,0.46763759920965,0.691704274992739,559,30,"X6","mofa"
"1942","negative regulation of inflammatory response (GO:0050728)",0.613376835236542,0.970735785953177,0.621725194209717,0.919622321713172,375,30,"X6","mofa"
"1943","negative regulation of inflammatory response to antigenic stimulus (GO:0002862)",0.793532338308458,0.970735785953177,-0.536173671132687,-0.782105444389798,318,19,"X6","mofa"
"1944","negative regulation of intracellular signal transduction (GO:1902532)",0.559055118110236,0.970735785953177,-0.573505273589161,-0.932108425896794,212,36,"X6","mofa"
"1945","negative regulation of macromolecule metabolic process (GO:0010605)",0.979220779220779,0.988916034460589,-0.423981031839521,-0.625299252810193,376,23,"X6","mofa"
"1946","negative regulation of multicellular organismal process (GO:0051241)",0.700272479564033,0.970735785953177,-0.52307821133163,-0.847311141997359,256,39,"X6","mofa"
"1947","negative regulation of nucleic acid-templated transcription (GO:1903507)",0.211598746081505,0.970735785953177,0.745408950595135,1.18764855015201,134,45,"X6","mofa"
"1948","negative regulation of programmed cell death (GO:0043069)",0.350684931506849,0.970735785953177,-0.625246577362073,-1.06111456008449,127,51,"X6","mofa"
"1949","negative regulation of protein phosphorylation (GO:0001933)",0.889967637540453,0.970735785953177,0.497976969144049,0.70157838538647,549,22,"X6","mofa"
"1950","negative regulation of response to external stimulus (GO:0032102)",0.0433333333333333,0.970735785953177,0.933568865672865,1.28987022896251,25,19,"X6","mofa"
"1951","negative regulation of signal transduction (GO:0009968)",0.926905132192846,0.970735785953177,0.45042328067207,0.717457598831802,595,44,"X6","mofa"
"1952","negative regulation of transcription by RNA polymerase II (GO:0000122)",0.171974522292994,0.970735785953177,0.714844766806802,1.2032476183876,107,72,"X6","mofa"
"1953","negative regulation of transcription, DNA-templated (GO:0045892)",0.0737833594976452,0.970735785953177,0.733259222751711,1.29251555967251,46,94,"X6","mofa"
"1954","negative regulation of transmembrane receptor protein serine/threonine kinase signaling pathway (GO:0090101)",0.781326781326781,0.970735785953177,-0.539860172140205,-0.7813212129174,317,18,"X6","mofa"
"1955","negative regulation of Wnt signaling pathway (GO:0030178)",0.314432989690722,0.970735785953177,-0.734365461922303,-1.12685595546292,121,26,"X6","mofa"
"1956","nervous system development (GO:0007399)",0.0253565768621236,0.970735785953177,0.810550202103208,1.370973080647,15,75,"X6","mofa"
"1957","neuron development (GO:0048666)",0.707119741100324,0.970735785953177,0.598763760409266,0.843572571193244,436,22,"X6","mofa"
"1958","neuron differentiation (GO:0030182)",0.0269360269360269,0.970735785953177,0.949673576672163,1.27535147391341,15,16,"X6","mofa"
"1959","neuron projection development (GO:0031175)",0.908376963350785,0.970735785953177,-0.463596134725388,-0.7246489968157,346,31,"X6","mofa"
"1960","neuron projection morphogenesis (GO:0048812)",0.674300254452926,0.970735785953177,-0.551052450117687,-0.858174224777693,264,28,"X6","mofa"
"1961","neutrophil activation involved in immune response (GO:0002283)",0.578512396694215,0.970735785953177,-0.547137028866344,-0.936854433003011,209,56,"X6","mofa"
"1962","neutrophil degranulation (GO:0043312)",0.578512396694215,0.970735785953177,-0.547137028866344,-0.936854433003011,209,56,"X6","mofa"
"1963","neutrophil mediated immunity (GO:0002446)",0.578512396694215,0.970735785953177,-0.547137028866344,-0.936854433003011,209,56,"X6","mofa"
